	fact	title
355	Photographs and video of pipe-bombing suspect Cesar Sayoc's van taken during and after its confiscation by the FBI reveal that some of the political stickers on its windows mysteriously changed in the process.	Did the Stickers on the Pipe-Bombing Suspect’s Van Inexplicably Change After His Arrest?
356	"Photographs show a ""mummified"" dinosaur fossil discovered in Alberta, Canada."	Is This a Photograph of a ‘Mummified’ Dinosaur?
357	"Photographs show a large crowd of people at the ""Area 51 Raid."""	Are Photos of the ‘Area 51 Raid’ Real?
358	Photographs show a large, 450-pound dog.	Is This 450-Pound Dog Real?
359	Photographs show a protester being paid to disrupt the Senate confirmation hearings of Supreme Court nominee Brett Kavanaugh.	Do These Photographs Show a Protester Paid to Disrupt the Kavanaugh Confirmation Hearings?
360	Photographs show a real animal called the Malabar giant squirrel.	Is the Malabar Giant Squirrel a Real Animal?
361	Photographs show walls around the homes of President Obama, Hillary Clinton, Nancy Pelosi, Dianne Feinstein and Maxine Waters.	Did These Politicians Build Walls Around Their Homes?
362	Photographs showed knives disguised as baguettes seized from fuel tax protesters by Paris police.	Did Police in Paris Confiscate ‘Baguette Knives’ from Fuel Tax Protesters?
363	Police have discovered heroin disguised as SweeTarts brand candy.	Did Police Find Heroin Disguised as SweeTarts?
364	Pope Francis allowed a little girl with Down Syndrome to sit with him as he gave a homily.	Did Pope Francis Allow a Little Girl to Sit with Him During a Homily?
365	Portions of the Amazon rainforest were on fire in August 2019.	Was the Amazon Rainforest on Fire in August 2019?
366	"President Donald Trump insulted community colleges in a tweet, calling them ""13th grade"" and for ""dummys"" [sic]."	Did Donald Trump Say Community College Is ’13th Grade’ for ‘Dummys’?
367	President Donald Trump offered to donate $1 million to a charity of Sen. Elizabeth Warren's choice if she would take a DNA test to demonstrate that she had Native American ancestry.	Did Trump Offer $1 Million If Elizabeth Warren Could Show Native American Heritage?
368	President Donald Trump was photographed during the G7 summit sitting down opposite Germany prime minister Angela Merkel with his arms crossed.	Is This a Real Photograph of G7 Leaders?
369	"President John F. Kennedy said: ""There's a plot in this country to enslave every man, woman and child. Before I leave this high and noble office, I intend to expose this plot."""	Did JFK Say ‘There’s a Plot in This Country to Enslave Every Man, Woman, and Child’?
370	President Obama congratulated Vladimir Putin for Russia's election results in 2012, a diplomatic move for which President Trump was criticized in 2018.	Did President Barack Obama Congratulate Putin on His 2012 Win?
371	President Reagan warned the public against demagogues who advocated a trade war against America's friendly trading partners in the name of protectionism.	Did Ronald Reagan Warn Against ‘Demagogues’ Willing to Declare a Trade War Against America’s Friends?
372	President Ronald Reagan tried for eight years to build a border wall but was unable to do so.	Did Ronald Reagan Try for Eight Years to Build a Border Wall?
373	President Trump cited the city of San Antonio, Texas, as an example of a city made much safer by the construction of a wall.	Did President Trump Tout San Antonio as a City Made Safe by a Border Wall?
374	President Trump congratulated the wrong state for the Chiefs' 2020 Super Bowl win.	Did Trump Congratulate the Wrong State for the Chiefs’ Super Bowl Win?
375	President Trump did not attend Veterans Day services at Arlington National Cemetery marking the 100th anniversary of the end of World War I, but representatives of the French government did.	Did the French, But Not Trump, Attend WW1 Services at Arlington National Cemetery?
376	President Trump has called for the death penalty for pedophiles.	Did President Trump Say Pedophiles Will Get the Death Penalty?
377	President Trump offered that those who donated to his reelection could have their name displayed during a Trump campaign-run livestream of the State of the Union address	Will President Trump Display the Names of Campaign Donors During the State of the Union?
378	"President Trump shared an image of a ""Bikers for Trump"" member with Nazi tattoos, one of those who visited him at his golf club in Bedminister."	Did President Trump Share a Photo of a ‘Bikers for Trump’ Member with a Nazi Tattoo?
379	"President Trump used a ""concrete wall"" metaphor during a commencement speech in 2004."	Did Trump Use a Concrete Wall Metaphor During a 2004 Commencement Speech?
380	"Radio host Rush Limbaugh once claimed that actor Michael J. Fox was ""exaggerating"" his Parkinson's disease symptoms in a political ad."	Did Rush Limbaugh Accuse Michael J. Fox of Exaggerating His Parkinson’s Symptoms?
381	Rapper PnB Rock was shot and killed in December 2019 while buying Prada shoes for his daughter.	PnB Rock Death Hoax
382	Rep. Drew Ferguson posted a picture of Nazi soldiers on Twitter on the anniversary of the Allied invasion of Normandy.	Did a Georgia Lawmaker Tweet a Photograph of Nazis on D-Day?
383	"Rep. Frederica Wilson advocated prosecuting persons who ""make fun of Congress"" online."	Did Rep. Frederica Wilson Advocate Prosecuting People Who ‘Make Fun’ of Congress?
384	"Retired U.S. Army General Barry McCaffrey opined that President Trump poses a ""serious threat to U.S. national security."""	Did a Retired Army General Call President Trump a ‘Serious Threat to U.S. National Security’?
385	"Rev. Franklin Graham said ""attempted rape is not a crime"" and that Brett Kavanaugh ""respected"" his victim by ""not finishing."""	Did Franklin Graham Say ‘Attempted Rape Is Not a Crime’?
386	Rihanna's Instagram message to followers to throw away the Snapchat app caused the company's share value to fall by hundreds of millions of dollars in one day.	Did an Instagram Post by Rihanna Cause Snapchat’s Stock Market Value to Fall?
387	Rob Rogers was fired by his newspaper after creating a cartoon which featured President Donald Trump snatching a child immigrant.	Was a Cartoonist Fired for an Anti-Trump Drawing?
388	"Robert De Niro linked to a ""prostitution ring that used children."""	Was Robert De Niro Involved in a Child Sex Trafficking Ring?
389	"Roger Stone was an ""aide"" or an ""adviser"" to 37th U.S. President Richard Nixon."	Was Roger Stone an Adviser to President Richard Nixon?
390	Russia built a monument to memorialize the genocide of indigenous peoples on the American continent outside the United States Embassy in Russia.	Did Russia Erect a Monument to Native Americans in Front of the United States Embassy in Moscow?
391	School walkouts and protests are planned in response to the Parkland school shooting on 14 February 2018, which killed seventeen people.	Is a School Walkout Planned in Response to the Parkland Mass Shooting?
392	"Sen. Chuck Schumer's name and/or phone number were found in ""Hollywood Madam"" Heidi Fleiss's black book of clients."	Was Sen. Chuck Schumer a Client of ‘Hollywood Madam’ Heidi Fleiss?
393	"Sen. Joe Biden told an audience which included hundreds of African Americans that Republican economic policies would ""put y'all back in chains."""	Did Joe Biden Tell a Racially Mixed Audience that Republicans Would ‘Put Y’All Back in Chains’?
394	Sen. Ted Cruz's campaign has sent fundraising letters with an envelope made up to resemble a legal summons.	Did Ted Cruz’s Campaign Send Fundraising Mailers That Resemble Legal Summonses?
395	Senator John McCain's final words consisted of a foul-mouthed attack on President Donald Trump.	Did John McCain Launch a Foul-Mouthed Attack on President Trump with His Last Words?
396	Senator Kamala Harris is not eligible to serve as U.S. President because neither of her parents was “a legal resident for 5 years prior to [her] birth” and she was “not raised in the United States.”	Is Kamala Harris Not Eligible to Serve as U.S. President?
397	"Several male students at Baraboo High School were photographed performing the Nazi ""Sieg Heil"" salute."	Was a Group of High Schoolers Photographed Performing a Nazi Salute?
398	Sexuality educator Deanne Carson said parents should ask a baby's permission before changing their diaper.	Did a Sexuality Educator Say Parents Should Ask Babies’ Permission for Diaper Changes?
399	Six of Arizona Rep. Paul Gosar's siblings appeared in a political commercial endorsing his opponent, David Brill.	Did Paul Gosar’s Siblings Appear in a Political Ad Endorsing His Opponent?
400	Software developed by Ashton Kutcher's charity has helped rescue around 6,000 children from sex trafficking.	Did Ashton Kutcher’s Software Help Rescue 6,000 Children from Sex Trafficking?
401	"Soviet leader Nikita Khrushchev said: ""We cannot expect the Americans to jump from capitalism to communism, but we can assist their elected leaders in giving Americans small doses of socialism, until they suddenly awake to find they have communism."""	Did Nikita Khrushchev Say ‘We’ll Keep Feeding You Small Doses of Socialism’?
402	Stephanie Grisham got DUIs in 2013 and 2015.	Did White House Press Secretary Stephanie Grisham Get Two DUIs, in 2013 and 2015?
403	Stephanie Wilkinson, owner of the Red Hen restaurant, followed the family of Sarah Huckabee Sanders and organized a picket against them at another restaurant.	Did a Business Owner Picket Sarah Huckabee Sanders’ Family After They Left Her Restaurant?
404	Supreme Court nominee Brett Kavanaugh's children were escorted from Senate chambers as a result of being harassed by hecklers during his confirmation hearing.	Were Brett Kavanaugh’s Children Escorted from a Senate Hearing Room Because They Were Harassed by Hecklers?
405	"TV host Brian Kilmeade said, “If you use the term 'This is an invasion,' that's not anti-Hispanic. It's a fact."""	Did Fox Host Brian Kilmeade Say the Term ‘Invasion’ Is ‘Not Anti-Hispanic. It’s a Fact’?
406	Ted Cruz's net worth increased from $500,000 when he entered the Senate in 2013 to $4.6 million, on a salary of $174,000 per year.	Did Ted Cruz’s Net Worth Increase from $500K to $4.6 Million Since He Entered the U.S. Senate?
407	Tee markers emblazoned with the U.S. presidential seal were manufactured for and installed at a golf course owned by the Trump Organization.	Did a Trump Golf Course Use the Presidential Seal on Tee Markers?
408	"Teenagers are participating in a dangerous new internet craze known as the ""No Lackin Challenge,"" and two teenagers was shot in the head during an instance of the fad gone awry."	No Lackin Challenge
409	Texas Governor Greg Abbott posted a tweet falsely claiming a convicted child rapist was an illegal immigrant.	Did the Texas Governor Tweet a Fake BBC Page with False Information About a Convicted Rapist?
410	Texas discovered that 58,000 ineligible non-citizens illegally registered and voted in one or more elections in the state.	Did Texas Discover 58,000 Cases of Voter Fraud by Non-Citizens?
411	"The ""Unmasking Antifa Act"" has made it illegal to join ""Antifa"" groups."	Did HR 6054 Make It Illegal to Join ‘Antifa’?
412	"The ""Wall Street Journal"" (or another large news outlet) has published documents leaked from Walter Reed Medical Center which show President Donald Trump's ""true"" weight and prove a conspiracy to mislead the public."	Have Leaked Documents Been Published Showing Donald Trump’s ‘True’ Weight?
413	The #WalkAway Campaign used ads featuring stock photograph models and claimed they were Democrats leaving the party.	Did the #WalkAway Campaign Use Stock Photographs for People It Claimed Left the Democratic Party?
414	The 22nd day of the 2nd month of the year 2022 will fall on a Tuesday.	Twosday? Will 2/22/2022 Really Fall on a Tuesday?
415	"The August 2019 Odessa shooter was ""a Democrat Socialist who had a Beto sticker on his truck."""	Was the Odessa Shooter a Beto O’Rourke Supporter?
416	"The Band of the Grenadier Guards played the ""Imperial March"" from ""Star Wars"" during U.S. President Donald Trump's visit to Buckingham Palace."	Was the ‘Star Wars’ Imperial March Played for President Trump During UK Visit?
417	"The CBC cut a scene featuring Donald Trump from its December 2019 broadcast of the movie ""Home Alone 2"" for political reasons."	Was Donald Trump Cut from ‘Home Alone 2’ for Political Reasons?
418	The FBI discovered bones of young children in the waters around the late billionaire Jeffrey Epstein's private island.	Were Bones of Children Found on Jeffrey Epstein’s Island?
419	The Illegal Immigration Reform and Immigrant Responsibility Act of 1996 says that non-citizens who vote must be deported.	Does a 1996 U.S. Law Say Non-Citizens Who Vote Must Be Deported?
420	The International Astronomical Union (IAU) issued a press release stating that Pluto has been reclassified as a planet.	Has Pluto Been Officially Reclassified as a Planet?
421	The Keystone Pipeline in North Dakota was shut down after it leaked oil.	Was the Keystone Pipeline Shut Down After Leaking Oil?
422	"The Ku Klux Klan held a march and rally at the 1924 Democratic National Convention, which was thereafter popularly known as the ""Klanbake."""	Did the Ku Klux Klan March at the 1924 Democratic National Convention?
423	The Make-a-Wish Foundation apologized for sending Drake & Josh star Drake Bell to visit a terminally ill boy, after the boy had requested a visit from the rapper Drake.	Did Make-a-Wish Apologize for Sending the Wrong Drake to Visit a Terminally Ill Boy?
424	"The NRA sent Wisconsin Supreme Court candidates a letter urging them to submit a ""position statement"" on gun rights, or risk opposition from NRA members in the state."	Did the NRA Ask Judicial Candidates for ‘Position Letters’ on Guns?
425	"The National Rifle Association banned attendees from carrying firearms into their ""2018 Leadership Forum"" in Dallas, Texas."	Did the NRA Ban Guns at Their Own Leadership Forum?
426	The National Rifle Association supported the passage of a 1967 bill in the California legislature banning the open carry of loaded firearms in public.	Did the NRA Support a 1967 ‘Open Carry’ Ban in California?
427	"The New York Supreme Court ordered President Donald Trump to pay $2 million as punishment for ""stealing"" charitable donations intended for veterans groups."	Was Donald Trump Fined for ‘Stealing’ Money Intended for Veterans?
428	The Obama administration blocked or banned Fox News reporters from White House press conferences.	Did Obama Block Fox News Reporters from White House Press Conferences?
429	The Obama administration failed to secure the release of three men being detained by North Korea in 2018.	Was the Obama Administration Unable to Arrange the Release of Three Hostages in North Korea?
430	The Obama administration gave 2,500 Iranians citizenship as part of nuclear deal negotiations.	Did the Obama Administration Grant Citizenship to 2,500 Iranians During Nuclear Deal Negotiations?
431	The Republican majority in the House Appropriations Committee voted to approve an amendment allowing taxpayer-funded adoption agencies to deny services to LGBTQ families.	Did Republicans Vote to Make It Legal to Ban Gays and Lesbians from Adopting?
432	The Trump Administration is seeking to monitor social media posts of disability recipients.	Is the Trump Administration Seeking to Monitor Social Media Accounts of Disability Recipients?
433	The Trump administration appointed Walter Palmer, famed for killing Cecil the Lion in 2015, to a newly-formed wildlife conservation council.	Did President Donald Trump Appoint the Man Who Killed Cecil the Lion to a Wildlife Conservation Council?
434	The Trump administration housed some undocumented immigrants at a makeshift facility under a bridge in El Paso, Texas, in March 2019.	Did the Trump Administration House Undocumented Immigrants Under a Bridge in El Paso?
435	"The Trump campaign digitally altered a photograph of reality TV star Rykard Jenkins to make it appear as if he were wearing a ""2020 Trump"" hat."	Did Trump Campaign Photoshop ‘Trump 2020’ Hat onto Pix of Reality TV Star?
436	The Trump resort where U.S. President Donald Trump suggested the next G7 summit be held was sued over bed bugs, and the lawsuit was settled out of court.	Trump Wants Next G7 Summit at His Hotel That Settled Bed Bugs Lawsuit?
437	The U.S. Army is sending text messages informing people they've been selected for the military draft.	Is US Army Sending Texts About a Military Draft?
438	"The U.S. Congress passed the 22nd Amendment in order to ""make sure President Franklin D. Roosevelt did not get re-elected."""	Did Congress Pass the 22nd Amendment in Order to ‘Make Sure FDR Did Not Get Re-Elected’?
439	The U.S. Constitution states that if a president is impeached by the House but not convicted by the Senate, that person's first term is nullified and they are eligible to run for office two more times.	Does a Failed Impeachment Nullify Presidential Term, Allow Extra Reelection?
440	The U.S. has more governors who have worn blackface than actual black governors.	Does America Have More Governors Who Have Worn Blackface Than Black Governors?
441	The U.S. listed the fictional country of Wakanda as a trading partner.	Did the US List Fictional Wakanda as a Trading Partner?
442	"The U.S. was ranked the ""118th safest country"" in the world in 2019, a decline of 53 places since 2018."	Was the US Ranked the ‘118th Safest Country’ in the World in 2019?
443	The Union County Sheriff's Department in Arkansas dressed numerous arrestees in Nike shirts for their mugshots as a jab at the company.	Did a Sheriff’s Dept. Dress Arrestees in Nike Shirts for Their Mugshots?
444	The United States Department of Homeland Security is planning to compile a database of journalists and bloggers.	Is Homeland Security Working to Compile a Database of Journalists and Bloggers?
445	"The Washington Post called Islamic State leader Abu Bakr al-Baghdadi an ""austere religious scholar"" in an initial headline for his obituary."	Did WaPo Headline Call IS Leader al-Baghdadi an ‘Austere Religious Scholar’?
446	The White House posted and then deleted an unflattering photograph of President Trump that displayed marked facial coloration.	Did the White House Delete an Unflattering ‘Orange Face’ Photo of Trump?
447	The White House updated the voice message on the automated telephone comments line to blame Democrats for a government shutdown.	Did the White House Change Outgoing Message on Comment Line to Blame Democrats?
448	The accused school shooter in Florida is a Dreamer, a DACA recipient, or undocumented.	Is the Florida High School Shooter a ‘Dreamer’?
449	"The animated film ""Incredibles 2"" contains scenes that prompted an epilepsy warning at movie theaters."	Does ‘Incredibles 2’ Come With an Epilepsy Warning?
450	The experienced many times more school shootings between 2009 and 2018 than 27 other countries combined.	Does the U.S. Experience Far More School Shootings Than Any Other Country?
451	"The intelligence community ""secretly eliminated"" a requirement that whistleblowers provide firsthand knowledge of alleged wrongdoings, allowing the complaint about Trump's dealings with Ukraine to be filed."	Did US Intelligence Eliminate a Requirement That Whistleblowers Provide Firsthand Knowledge?
452	The late songstress Aretha Franklin worked for Donald Trump on numerous occasions.	Did Aretha Franklin ‘Work for’ Donald Trump on Numerous Occasions?
453	"The name of the children's game ""tag"" originated as the acronym of ""touch and go."""	Etymology of ‘Tag’
454	"The new ""Acceptance Street"" road sign in New York City includes ""pedosexual"" among other sexual orientations."	Is This ‘Pedosexual’ Pride Sign Real?
455	The number of ballots cast in Broward County in the 2018 general election was greater than the number of voters registered there.	Did Broward County Record More Votes Than Registered Voters in November 2018?
456	"The pharmacy-store chain CVS is a ""major donor"" to U.S. President Donald Trump's 2020 reelection campaign."	Is CVS a Major Donor to Trump’s 2020 Reelection Campaign?
457	The popular video game Minecraft is shutting down in 2020.	Is Minecraft Shutting Down?
458	The royal family's official town crier announced the birth of Prince William and the Duchess of Cambridge's third child.	Did a Town Crier Announce the Royal Birth?
459	The school shooting rate in non-Christian Japan is vastly lower than that of mostly Christian Texas.	School Shootings in Christian Texas vs. Non-Christian Japan
460	The sons of several top Democrats worked for Ukraine-linked energy companies, as part of a conspiracy involving the Clinton Foundation.	Did Sons of Top Democrats Do Business in Ukraine As Part of Clinton-Linked Conspiracy?
461	"The state of Iowa has seen an alarming increase in ""vanishing"" children reports in the summer of 2018."	Has Iowa Seen an Alarming Increase in “Vanishing Children” This Summer?
462	The state of New Jersey is currently conducting, or plans to conduct, house-to-house confiscations of banned high-capacity gun magazines.	Is New Jersey Conducting Door-to-Door Gun Confiscations?
463	"The state of South Carolina executed 14-year-old George Stinney in 1944, but a judge from the same court declared his ""innocence"" in 2014."	Did South Carolina Execute 14-Year-Old George Stinney, Then Declare Him Innocent 70 Years Later?
464	"The telecommunications company Bell Canada is donating 5 cents for certain social media interactions during ""Bell Let's Talk Day."""	Is #BellLetsTalk a Legitimate Fundraising Effort for Mental Health?
465	The train carrying GOP members of Congress to a West Virginia retreat crashed due to a Deep State plot.	Did a Train Carrying GOP Congressmen Crash Due to a ‘Deep State’ Plot?
466	The widely debated practice of separating families at the border is mandated by Public Law 107-296, which was passed by Democrats in 2002.	Does a Specific Law Mandate Family Separation and Detention of Minors?
467	"The word ""maga"" means ""easily fooled idiot"" in Nigerian Pidgin."	Does ‘Maga’ Mean ‘Easily Fooled Idiot’ in Nigerian Pidgin?
468	"Theodore Roosevelt said: ""There is but one answer to terrorism and it is best delivered with a Winchester rifle."""	Did Teddy Roosevelt Say the ‘One Answer to Terrorism’ Is a Winchester Rifle?
469	"Thomas Daffron, Sen. Susan Collins' husband, is ""a lobbyist for a firm that has numerous connections to Russia and Russian oligarchs."""	Is Senator Susan Collins’ Husband a ‘Lobbyist for Russian Interests’?
470	Three migrants at the U.S.-Mexico border were photographed with identification numbers written on their forearms.	Were Immigrants at the U.S.-Mexico Border Photographed with Numbers Written on Their Arms?
471	"Tickets issued for President Trump's first State of the Union address contain a misspelling of the word ""union."""	Misspelled Tickets Issued for ‘State of the Uniom’ Address?
472	"Tomi Lahren said that watching children being hit with tear gas ""was the highlight” of her Thanksgiving weekend."	Did Tomi Lahren Say Children Getting Tear Gassed Was the “Highlight” of Her Thanksgiving?
473	Trump has spent 278.5 years of presidential salary funded by taxpayers on golf outings.	Has Trump Spent ‘278.5 Years’ of Salary on Taxpayer-Funded Golf Outings?
474	Tulsi Gabbard did not vote on the U.S. House of Representatives' resolution to formalize impeachment proceedings against President Donald Trump because she's a senator.	Did Tulsi Gabbard Not Vote on House Impeachment Measure Because She’s a Senator?
475	Two black men, Alize Ramon Smith and Jarron Keonte Moreland of Moore, Oklahoma, were lynched by four white people in April 2018, a crime that was largely ignored by the media.	Were Two Young Black Men Lynched in Oklahoma Without Media Attention?
476	Two women entered a closed amusement park and then sued its operators after injuring themselves while improperly self-operating an attraction.	Did Two Women Sue a Water Park for Injuries After Breaking into It?
477	U.S. Congressman Brian Mast tweeted an image of a Russian battlecruiser while wishing the U.S. Navy a happy birthday.	Did Congressman Tweet Pix of Russian Warship While Wishing US Navy Happy Birthday?
478	U.S. Democratic 2020 presidential candidate Joe Biden claimed he accumulated $280,000 in debt while attending college.	Did Joe Biden Claim He Accumulated $280,000 in College Debt?
479	U.S. Democrats announced a plan for a 42% sales tax to pay for Medicare for All.	Did Democrats Unveil a Plan for a 42% Sales Tax to Pay for Medicare for All?
480	U.S. Federal Election Commission Chair Ellen Weintraub wrote an open letter to President Donald Trump in August 2019, asking him to share any evidence he had of voter fraud.	Did the FEC Chair Ask Trump for Evidence of Voter Fraud, Writing ‘Lay Your Cards on the Table’?
481	U.S. House Intelligence Committee Chairman Adam Schiff unfairly refused to allow a Republican House member to pose questions during an impeachment inquiry.	Did Schiff Unfairly Squelch Stefanik at Impeachment Hearing?
482	U.S. House Speaker Nancy Pelosi said it's dangerous to let voters decide President Donald Trump's fate in the 2020 election.	Did Pelosi Say It’s ‘Dangerous’ to Let Voters Decide Trump’s Fate in 2020?
483	"U.S. President Donald Trump ""crashed"" a wedding a ""groped"" the bride."	Did President Trump ‘Crash’ a Wedding and ‘Grope’ the Bride?
484	U.S. President Donald Trump brandished his middle finger as a gesture of disdain, disrespect, or anger towards an astronaut who publicly corrected him.	Did President Trump Flip Off an Astronaut Who Corrected Him?
485	U.S. President Donald Trump displayed an altered graphic purporting to show Hurricane Dorian potentially hitting Alabama.	Did Trump Display an Altered Hurricane Dorian Map Showing Alabama in Its Path?
486	U.S. President Donald Trump has asked his advisers about the feasibility of stopping hurricanes with nuclear bombs.	Did Trump Ask Advisers About ‘Nuking’ Hurricanes?
487	"U.S. President Donald Trump is correct to say that Special Counsel Robert Mueller's report on Russian interference in the U.S. 2016 presidential election found ""no obstruction of justice."""	Did Mueller Conclude Trump Committed ‘No Obstruction’ in the 2016 Election Probe?
488	U.S. President Donald Trump laughed during a rally in Florida when an audience member suggested shooting migrants.	Did Trump Laugh When Audience Member at Rally Suggested Shooting Immigrants?
489	U.S. President Donald Trump met with 30 men in the U.S. House of Representatives' Freedom Caucus to discuss maternity care.	Did Trump Meet with 30 Men in Congress to Discuss Maternity Care?
490	U.S. President Donald Trump said American Revolutionary War troops took over airports.	Did Trump Say Revolutionary War Troops Took Over Airports?
491	"U.S. President Donald Trump said: ""Kim Jong Un is smarter and would make a better President than Sleepy Joe Biden."""	Did Pres. Trump Say Kim Jong Un ‘Is Smarter and Would Make a Better President’ Than Joe Biden?
492	U.S. President Donald Trump threatened the Ukraine whistleblower, and the person who supplied the whistleblower with information, with death.	Was Trump Caught on Leaked Recording Threatening Ukraine Whistleblower With Death?
493	U.S. President Donald Trump was booed by the crowd at the World Series in October 2019.	Did President Trump Get Booed at the 2019 World Series?
494	U.S. President Obama accepted $21.6 million in illegal foreign donations to his 2012 re-election campaign.	Did Barack Obama Accept $21.6 Million in Foreign Contributions to His 2012 Re-Election Campaign?
495	"U.S. President Thomas Jefferson said: ""The government will one day be corrupt and filled with liars, and the people will flock to the one that tells the truth."""	Did Thomas Jefferson Say ‘The Government Will One Day Be Corrupt and Filled With Liars’?
496	"U.S. President Trump sent Turkish President Recep Tayyip Erdogan a letter urging him, ""Don't be a fool!"""	Did Trump Send Letter to Turkish Prez Erdogan Saying ‘Don’t Be a Fool’?
497	"U.S. Rep. Alexandria Ocasio-Cortez posted a video of herself being ""scared"" at discovering a garbage disposal in her apartment."	Was U.S. Rep. Ocasio-Cortez ‘Scared’ by Her Garbage Disposal?
498	"U.S. Rep. Ilhan Omar asked, ""If Israel is so innocent, then why do they insist on being Jews?"""	Did U.S. Rep. Ilhan Omar Say ‘If Israel Is So Innocent, Then Why Do They Insist on Being Jews?’
499	"U.S. Rep. Ilhan Omar said ""our country should be more fearful of white men."""	Did U.S. Rep. Ilhan Omar Say ‘Our Country Should Be More Fearful of White Men’?
500	"U.S. Rep. Jim Jordan defended President Trump by proclaiming that Barack Obama and Joe Biden were ""cowering on Air Force One"" on 9/11."	Did Rep. Jim Jordan Say ‘Obama and Biden Were Cowering on Air Force 1’ on 9/11?
501	"U.S. Representative Ilhan Omar has advocated shorter prison sentences for individuals ""caught trying to join ISIS."""	Did Rep. Ilhan Omar Call for Lighter Sentences for Would-Be ISIS Recruits?
502	U.S. Reps. Ilhan Omar and Alexandria Ocasio-Cortez are polling at 8 percent and 21 percent respectively.	Are U.S. Reps. Ilhan Omar and AOC Polling at 8 Percent, 21 Percent Respectively?
503	"U.S. Sen. Bernie Sanders compared Baltimore to a ""third world country."""	Did U.S. Sen. Bernie Sanders Say Baltimore Was Like a ‘Third World Country’?
504	"U.S. Sen. Bernie Sanders said ""Christianity is an insult to Muslims."""	Did Bernie Sanders Say ‘Christianity Is an Insult to Muslims’?
505	"U.S. Sen. Elizabeth Warren said or argued to the effect that ""taxpayers must fund sex reassignment surgery."""	Did Elizabeth Warren Say Taxpayers Should Fund Sex-Reassignment Surgery?
506	U.S. Senator Kamala Harris bragged, boasted or laughed about prosecuting a homeless single mother in a January 2010 speech.	Did Kamala Harris Once Boast About Prosecuting a Homeless Mother?
507	U.S. Vice President Mike Pence was greeted by a widespread display of LGBT rainbow flags on his visit to Reykjavík, Iceland, in September 2019.	Was Mike Pence Greeted by a Widespread Display of LGBT Rainbow Flags in Iceland?
508	U.S. soccer star Megan Rapinoe stomped on a U.S. flag as an unpatriotic gesture after the 2019 World Cup Final.	Did Megan Rapinoe ‘Stomp’ on an American Flag After the World Cup Final?
509	User videos taken in November 2019 showed Facebook's mobile application inadvertently opening the phone's camera in the background.	Did Some Phone Cameras Inadvertently Open While Users Scrolled Facebook App?
510	Vice President Joe Biden was refused service at the Crumb and Get It cookie shop in 2012.	Was Joe Biden Refused Service at ‘Crumb and Get It’ in 2012?
511	Visitors to prisons in Virginia are prohibited from wearing tampons or menstrual cups.	Are Visitors to Virginia Prisons Barred from Wearing Tampons?
512	"Werner Herzog said: ""Dear America: You are waking up as Germany once did, to the awareness that 1/3 of your people would kill another 1/3, while 1/3 watches."""	Did Werner Herzog Tweet America is ‘Waking Up, As Germany Once Did’?
513	While greeting North Korean dignitaries during his summit meeting with Chairman Kim Jong Un, President Trump returned the military salute of a North Korean general.	Did President Donald Trump Salute a North Korean General?
514	While mayor of San Francisco mayor in 1984, Dianne Feinstein repeatedly ordered the reinstallation of a Confederate battle flag outside City Hall.	Did Dianne Feinstein Repeatedly Reinstall a Confederate Battle Flag in San Francisco?
515	Whistleblower Christopher Wylie's Facebook account was suspended after he came forward with allegations that Cambridge Analytica improperly acquired users' profile data.	Did Facebook Suspend the Account of the Whistleblower Who Exposed Cambridge Analytica?
516	Wombats are herding animals and inviting them into their burrows in order to escape the wildfires in Australia.	Are Wombats Inviting Animals Into Their Burrows to Escape Australia Fires?
517	YETI told the NRA the brand no longer wishes to do business with the organization, demonstrating that YETI does not support the Second Amendment.	Did YETI Brand Coolers Cut Ties with the NRA?
518	“Presidential alerts” are capable of accessing the E911 chip in your phones, which provides the government full access to your location, microphone, camera and every function of your phone.	Do Presidential Alerts Give the Government Total Access to Your Phone?
