	vclaim	title
5390	Hershey’s has blocked imports of Cadbury chocolate manufactured in the UK and other British chocolates.	Hershey's Banned Import of Cadbury Chocolates?
5391	Hershey’s is shutting down its U.S. operations and moving to Mexico.	Hershey’s Moves to Mexico
5392	Hess Oil does not buy product from Middle Eastern countries because it is “owned by a Jewish family.”	Hess Oil
5393	Hiding finely-ground glass in food is an effective method for killing a person.	Is Ground Glass a Deadly Poison?
5394	High diabetes rates among African-Americans are caused by a genocidal government plot to ship weaponized radioactive milk to black communities.	U.S. Government Ships Radioactive Milk to Black Communities as Part of a Genocide Plot?
5395	High diver is saved from jumping into a drained pool when he casts a cross-like shadow on the wall.	High Diver Saved By Cross
5396	High school students in Stockton, California were arrested during a gun safety demonstration.	Were Students in Stockton, California Arrested During a March 2018 Gun Safety Protest?
5397	High school students in Texas were reprimanded for a skit depicting the assassination of President-elect Trump.	Texas High School Students Fake Trump Assassination
5398	Hilarity ensues when a clueless car owner misreads the model name of the family car.	Misunderstood Car Names
5399	Hillary Clinton 'hired' a child actor to be 'planted' in the audience during a Town Hall campaign event.	Hillary Clinton Hired a Child Actor for a Town Hall Event?
5400	Hillary Clinton accidentally paid ISIS $400 million.	Hillary Clinton ‘Accidentally’ Gave ISIS $400 Million
5401	Hillary Clinton aide Huma Abedin has ties to Muslim terrorists and Saudi funders of the 9/11 attacks through her family's business	Top Clinton Aide Huma Abedin Has Ties to Terrorists?
5402	Hillary Clinton and Adolf Hitler both said that the needs of society should come before the needs of individuals.	Did Hillary Clinton and Adolf Hitler Express Similar Views on Socialism?
5403	Hillary Clinton and Barack Obama have 'Iranian advisers by their sides at all times.'	Obama and Clinton Have Iranian Advisers?
5404	Hillary Clinton and John Kerry were nominated for a Nobel Peace Prize for negotiating a nuclear deal with Iran.	Clinton, Kerry Nominated for Nobel Peace Prize for Iran Deal
5405	Hillary Clinton and John Podesta practice a satanic ritual known as 'spirit cooking.'	Was Clinton Campaign Chairman John Podesta Involved in Satanic ‘Spirit Cooking’?
5406	Hillary Clinton and moderator Lester Holt rigged the first presidential debate by communicating via secret hand signals.	Hillary Clinton Used Hand Signals to Rig Debate?
5407	Hillary Clinton and/or members of her 2008 presidential campaign started the 'birther' movement questioning whether Barack Obama was born in the U.S.	Did Clinton Supporters Start the ‘Birther’ Movement?
5408	Hillary Clinton called Muslims 'sand n*ggers' in an email leaked by Wikileaks.	Hillary Refers to Muslims as ‘Sand Niggers’ in WikiLeaks Dump
5409	Hillary Clinton cancelled a campaign event because of 'bizarre eye movements.'	Hillary Clinton Cancels Event After ‘Bizarre Eye Movements’
5410	Hillary Clinton cited Robert F. Kennedy's June 1968 assassination as a reason to remain in the presidential race against Barack Obama in 2008.	Hillary Clinton Referenced RFK Assassination as Reason to Continue 2008 Campaign
5411	Hillary Clinton died suddenly of a previously unknown medical condition.	Did Hillary Clinton Die Unexpectedly of a Rare Disease?
5412	Hillary Clinton donned a hijab for a new campaign ad.	Hillary Clinton Hijab Campaign Ad
5413	Hillary Clinton experienced a brief seizure while speaking on-camera in June 2016.	Hillary Clinton Has a Seizure on Camera?
5414	Hillary Clinton filed for divorce from Bill Clinton in November 2016.	Hillary Clinton Files for Divorce in New York Courts
5415	Hillary Clinton had a teleprompter hidden on her lectern during the first presidential debate.	Hillary Clinton Used a Teleprompter During the Presidential Debate?
5416	Hillary Clinton has been rated 'most admired woman' by Gallup polls 21 times.	Hillary Clinton Rated ‘Most Admired Woman’ More Than Twenty Times
5417	Hillary Clinton is (or was) a member of Monsanto's board of directors.	Hillary Clinton Sat on the Monsanto Board?
5418	Hillary Clinton made a speech calling for Americans to respect and empathize with ISIS.	Hillary Clinton Calls for Americans to Respect and Empathize with ISIS?
5419	Hillary Clinton made fun of hurricane Irma victims and called them 'Florida hillbillies.'	Was Hillary Clinton Caught on Tape Laughing About Irma’s ‘Wiping Out All of Those Florida Hillbillies?‘
5420	Hillary Clinton once lauded the Trans-Pacific Partnership (which she later opposed) as setting the 'gold standard' in trade agreements.	Did Hillary Clinton Call the Trans-Pacific Partnership the ‘Gold Standard’ in Trade Agreements?
5421	Hillary Clinton once said that 'women have always been the primary victims of war.'	Hillary Clinton and the Victims of War
5422	Hillary Clinton overlooked Benghazi victims when she said that 'we didn't lose a single person in Libya' during a campaign event on MSNBC.	Hillary Clinton: ‘We Didn’t Lose a Single Person’ in Libya
5423	Hillary Clinton received her questions for the first presidential debate of 2016 a week in advance.	Clinton Received Debate Questions Week Before Debate
5424	Hillary Clinton refused to congratulate American gold medalist Ginny Thrasher.	Hillary Clinton Refused to Congratulate American Gold Medalist?
5425	Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting 'lock her up.'	Clinton Cancels Rally Due to ‘Lock Her Up’ Chants
5426	Hillary Clinton regularly directed her maid Marina Santos to print out classified material despite the fact she lacked proper clearance to do so.	Hillary Clinton Regularly Had Her Maid Print Classified Documents
5427	Hillary Clinton said in 2000 that she believed marriage was 'always between a man and a woman.'	Hillary Clinton: ‘Marriage Is Always Between a Man and a Woman’
5428	Hillary Clinton said in a speech that Christians in America must deny their faith in Christianity.	Did Hillary Clinton Say Christians in America Must Deny Their Faith?
5429	Hillary Clinton said several insulting things about Michelle Obama in a leaked 20 October 2016 e-mail.	Did Hillary Clinton Trash Michelle Obama in a Leaked E-Mail?
5430	Hillary Clinton said that Democratic voters are 'stupid' and  'easy to manipulate.'	Did Hillary Clinton Say Democratic Voters Are Stupid?
5431	Hillary Clinton said that If Donald Trump won the 2016 presidential election, 'We're all going to hang from nooses'?	Did Hillary Clinton Say That If Trump Won, ‘We’re All Going to Hang from Nooses’?
5432	Hillary Clinton said that the Supreme Court's purpose was not about 'checks and balances' but to 'change and shape the law.'	Hillary Clinton: Supreme Court Exists to ‘Change and Shape the Law’
5433	Hillary Clinton said women voted for Donald Trump because they 'caved' to pressure from the men around them.	Hillary Clinton Says Women ‘Caved’ to Men in Voting Against Her?
5434	Hillary Clinton staged a photo op encounter  with a hiker the day after she lost the 2016 presidential election.	Hillary Clinton Staged Hiking Photograph?
5435	Hillary Clinton strategist Bob Beckel called for the assassination of Wikileaks founder Julian Assange.	Bob Beckel Called for WikiLeaks Founder Julian Assange to Be Assassinated
5436	Hillary Clinton successfully defended an accused child rapist and later laughed about the case.	Did Hillary Clinton Free a Child Rapist?
5437	Hillary Clinton suggested during a 2013 speech that she would like to see Donald Trump run for President.	Did Hillary Clinton Say ‘I Would Like to See People Like Donald Trump Run for Office’?
5438	Hillary Clinton supported and helped free two Black Panthers accused of torturing and murdering Alex Rackley.	Black Panthers
5439	Hillary Clinton threw a lamp (or a book) at her husband in a fit of anger.	Hillary Clinton: First Lady of the Lamp
5440	Hillary Clinton threw a tantrum, and a water glass, after NBC's 'Commander-in-Chief' Forum in September 2016.	Did Hillary Clinton Throw a Tantrum with Matt Lauer?
5441	Hillary Clinton trashed Beyonce using racial slurs at a November 2016 campaign event.	Hillary Caught on Hot Mic Trashing Beyoncé with Racial Slurs
5442	Hillary Clinton travels with a doctor carrying a Diazepam pen in case she has a seizure.	Clinton’s Secret Service Agent Holds Diazepam Pen
5443	Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.	Hillary Clinton Used Green Screen to Make a Fake Crowd in Nevada
5444	Hillary Clinton used taxpayer dollars to found a website intended to discredit President Donald Trump.	Did Hillary Clinton Found an Anti-Trump Website with Taxpayer Dollars?
5445	Hillary Clinton vowed that she would shut down the NRA and ban handguns if she were elected President.	Hillary Clinton: ‘I Will Get the NRA Shut Down for Good’
5446	Hillary Clinton wants to ban beards and impose fines on the bearded.	Hillary Clinton Wants to Ban Beards?
5447	Hillary Clinton wants to bring an end to the United States as we know it in favor of a 'hemispheric government.'	Hillary Calls for the End of the U.S. and One ‘Hemispheric’ Government
5448	Hillary Clinton was accidentally killed during the filming of a documentary about her.	Was Hillary Clinton Killed Filming a Documentary in Missouri?
5449	Hillary Clinton was arrested by the FBI on 1 April 2016.	Hillary Clinton Arrested by FBI
5450	Hillary Clinton was fired from the House Judiciary Committee's Watergate investigation by Chief Counsel Jerry Zeifman.	Did Jerry Zeifman Fire Hillary Clinton from the Watergate Investigation?
5451	Hillary Clinton was killed during an FBI raid on the Clintons' New York home.	Was Hillary Clinton Killed During an FBI Raid?
5452	Hillary Clinton was killed when she was hit by an out-of-control truck.	Was Hillary Clinton Killed in a Monster Truck Mishap?
5453	Hillary Clinton was killed while on a hunting expedition with 'some of Washington’s elite.'	Was Hillary Clinton Killed During a Hunting Expedition?
5454	Hillary Clinton was named after famed mountain climber Sir Edmund Hillary.	Hillary Clinton Named for Sir Edmund Hillary?
5455	Hillary Clinton was reported dead on 11 September 2016, but the news was subsequently covered up and she was replaced by a body double.	Hillary Clinton Death Hoax
5456	Hillary Clinton was responsible for the siege on the Branch Davidian compound in Waco, Texas, that ended with 76 civilian deaths.	Hillary Clinton Was Responsible for the Waco Massacre?
5457	Hillary Clinton will narrate the audio version of the book  'Fire and Fury: Inside the Trump White House.'	Will Hillary Clinton Read the Audiobook Version of “Fire and Fury”?
5458	Hillary Clinton will soon be indicted on racketeering charges.	Hillary Clinton to Be Indicted on Federal Racketeering Charges
5459	Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.	Hillary Clinton Wore ‘Secret Earpiece’ During Commander-in-Chief Forum
5460	Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.	Hillary Clinton Wore Secret Earpiece During First Presidential Debate?
5461	Hillary Clinton's assistant J.W. McGill was found dead after suffering an apparent heart attack.	Was Hillary Clinton’s Assistant J.W. McGill Found Dead?
5462	Hillary Clinton's campaign created a #ManEnough4Hillary ad featuring a male model also associated with a syphilis PSA.	Hillary Clinton Used Model from Syphilis PSA?
5463	Hillary Clinton's campaign made several payments to a company that destroys sensitive data due to an ongoing investigation into her use of e-mail while she was secretary of state.	Clinton Paid ‘Hard Drive Destruction’ Company
5464	Hillary Clinton's campaign manager Robby Mook deleted most of his tweets due to an FBI investigation.	‘Spooked’ Clinton Campaign Manager Deleted Tweets
5465	Hillary Clinton's campaign purchased political ads on the Weather Channel during Hurricane Matthew.	Hillary Clinton Buys Weather Channel Ads During Hurricane Matthew?
5466	Hillary Clinton's daughter Chelsea 'admitted' in a tweet that the Pizzagate conspiracy is 'real.'	Did Chelsea Clinton Tweet That ‘Pizzagate Is Real’?
5467	Hillary Clinton's popular vote win in the presidential election came entirely from the state of California.	Hillary Clinton’s Popular Vote Win Came Entirely from California
5468	Hillary Clinton's staff is set to disable all the nation's electronic devices to hide further e-mail leaks.	Clinton Staffers Ready Electromagnetic Pulses to Disable Nation’s Devices
5469	Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.	Hillary Clinton Failed D.C. Bar Exam
5470	Hip-hop and pop star Nelly was arrested on drug charges while on tour.	Was Nelly Arrested on Drug Charges in April 2017?
5471	Hippopotamuses are the only animals that produce naturally pink milk.	Is Hippopotamus Milk Pink?
5472	His Holiness the Dalai Lama composed a letter in response to the September 11 terrorist attacks in which he urged the people of the world to become “spiritual activists.”	Dalai Lama Letter
5473	Historian David Kaiser or Timothy Wood penned an article cautioning that “Something of historic proportions is happening.”	Something of Historic Proportions Is Happening
5474	Historically, more collect phone calls are made on Father’s Day than on any other day of the year.	Collect Phone Calls on Father’s Day
5475	Hitchhiker utters prophecy about Judgment Day being upon us, then vanishes.	Prophetic Vanishing Hitchhiker
5476	Hobby Lobby came 'under fire' by liberals for using cotton in their home decor products.	Are ‘Liberals’ Getting Offended over Hobby Lobby’s Cotton Decor?
5477	Hoboken Mayor Ravi Bhalla promised to 'glorify Islam' after being elected.	Did Hoboken Mayor Ravi Bhalla ‘Vow to Glorify Islam In Every Decision’?
5478	Hockey commentator Don Cherry issued a sardonic comment on Iraqi prisoner abuse.	Jock Shock
5479	Holding a smartphone incorrectly will result in a finger deformity known as “smartphone pinky.”	Will Holding a Smartphone Cause a Finger Deformity?
5480	Hollywood film producer and alleged sexual predator Harvey Weinstein shot and killed himself in a Scottsdale, Arizona, hotel room.	Did Harvey Weinstein Commit Suicide in Arizona?
5481	Holocaust-era diarist Anne Frank wrote about families being torn apart and women and children being separated.	Did Anne Frank Write About ‘Terrible Things Happening’ and ‘Families Torn Apart’?
5482	Home Depot co-founder and CEO Bernie Marcus endorsed Donald Trump for president.	Home Depot Co-Founder Endorses Donald Trump
5483	Home Depot employees are being forced to undergo ‘Muslim Sensitivity Training’ by demand of CAIR.	Home Depot Embraces Sharia Law with Forced 'Muslim Sensitivity Training'
5484	Home Depot is giving Facebook users a sizeable coupon if they complete a survey or share a post.	Home Depot Facebook Coupon Scam
5485	Home Depot is selling plants treated with bee-harming neonicotinoid pesticides.	Is Home Depot Selling Plants Treated with Bee-Harming Neonicotinoid Pesticides?
5486	Home Depot sponsored 129 miles of U.S. President Donald Trump's U.S.-Mexico border wall.	Did Home Depot Sponsor 129 Miles of Trump’s U.S.-Mexico Border Wall?
5487	Home invasion criminals have gained entry to houses by pretending to be distressed persons in need of shelter from attackers.	Don’t Open the Door to Strangers
5488	Home remedies to repel mosquitoes are effective ways to defend yourself from West Nile Virus.	Mosquito Repellent Lore
5489	Homeowner wrecks his house and an expensive new car in an attempt to kill moles.	The Molehill
5490	Honda commercial advises customers to switch to hybrid cars because it will mean “less money for terror.”	Honda ‘Middle East’ Commercial
5491	Hooters has banned motorcyclists from wearing club patches and colors in all of their locations.	Hooters Bans Motorcycle Clubs from All Restaurants
5492	Horrified onlookers notice that the enthralling stranger dancing with a pretty girl from the village has cloven hooves.	Devil in the Dancehall
5493	Horrifying photographs posted on social media by a Nigerian politician depict slaves sold in Libya.	Are These Images of Tortured Nigerian Slaves in Libya?
5494	Hospitalized man yearns for the bed by the window.	Windows of Your Mind
5495	Hospitals experienced a sharp increase in births nine months after September 11.	Post 9/11 Baby Boom
5496	Hotel room keycards are routinely encoded with personal information which can be easily harvested by thieves.	Hotel Key Card Identity Theft
5497	Hours after Massachusetts legalized recreational marijuana, the state had its first cannabis overdose.	First Recorded Marijuana Overdose Occurs Hours After Massachusetts Legalization?
5498	Hours after sending her boyfriend in search of gasoline, a girl is rescued from her stranded car by police. Though cautioned not to turn around, she does...and sees her boyfriend's lifeless body hanging from a tree branch above the car.	The Boyfriend’s Death
5499	House Bill 896, considered by the Texas House of Representatives in 2019, would have the effect of making abortion punishable by death.	Are Texas Legislators ‘Considering the Death Penalty for Women Who Have Abortions’?
5500	House Democrats have drafted legislation to make it a hate crime to eat at Chick-Fil-A.	Did Democrats Draft Legislation That Would Make Eating at Chick-Fil-A a Hate Crime?
5501	House Majority Whip Steve Scalise was a guest speaker at a 2002 white supremacist organization's event.	Did Steve Scalise Attend a White Supremacist Convention?
5502	House Minority Leader Nancy Pelosi said of the Affordable Care Act, in 2010: 'We have to pass the bill so that you can find out what is in it.'	Did Nancy Pelosi Say Obamacare Must be Passed to ‘Find Out What Is in It’?
5503	House Minority Leader Nancy Pelosi tweeted that she was disgusted with 'President' Trump after the passage of a tax reform bill.	Did Nancy Pelosi Tweet That She Is ‘Disgusted’ with ‘President’ Trump?
5504	House Minority Leader Nancy Pelosi was seriously injured in a drunk driving collision.	Is Nancy Pelosi in Critical Condition After a Head-On Drunk Driving Accident?
5505	House Minority Leader Nancy Pelosi's son was arrested for murder.	Was Nancy Pelosi’s Son Arrested for Murder?
5506	House Resolution 615 directs members of Congress to participate in a public health care plan.	HR 615
5507	House Speaker Nancy Pelosi demanded the use of a “big fat 200-seat jet,” which she routinely uses to travel between Calfornia and Washington.	Nancy Pelosi’s Jet
5508	House Speaker Nancy Pelosi is linked to the provision of wage and tax breaks for companies in American Samoa.	American Samoa Minimum Wage
5509	House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.	Paul Ryan Conducting Obamacare Phone Survey
5510	Household paper shredders can pose a danger to children and pets.	Paper Shredder Danger
5511	Household printers leave hidden yellow dots that provide identifying information about the printer and the date and time the document was printed.	Do Household Printers Leave an Invisible Tracking Code on All Your Printed Documents?
5512	Houston Texans defensive end J.J. Watt was arrested for cocaine possession.	JJ Watt Caught with Drugs
5513	Houston police are looking for robbers who use their vehicles to bump the cars of their victims.	Car Bump Scam
5514	Houston police arrested a man who confessed to killing and eating almost 40 people.	Did Houston Police Arrest a Man Who Killed, Ate 30-Plus People?
5515	How to show support for your candidate in the 2004 presidential election.	Headlights
5516	Huggies Snug and Dry brand diapers commonly cause severe diaper rash and chemical burns on infants.	Do Huggies Disposable Diapers Cause Chemical Burns?
5517	Hulu cancelled plans to stream comedian Michelle Wolf’s standup special after her appearance at the 2018 White House Correspondents Dinner.	Did Hulu Cancel Michelle Wolf’s Standup Special?
5518	Human traffickers are targeting young girls near the Great Lakes Crossing theater with a powdered drug that incapacitates them.	Great Lakes Crossing Human Trafficking Rumor
5519	Human trafficking rings are using job interviews to lure college students.	Summer Job Interview or Human Trafficking Front?
5520	Humble Oil ran an advertisement back in 1962 boasting how they could melt 7 million tons of glacier every day.	1962 Humble Oil ‘Melting Glaciers’ Advertisement
5521	Humorous accounts of examinations performed on patients.	Humorous Medical Exams
5522	Humorous list compiles a collection of howlers gleaned from patients’ medical charts.	Medical Chart Humor
5523	Humorous list is compiled from genuine comments submitted by welfare applicants.	Welfare Application Humor
5524	Hundreds of decommissioned  bomb-sniffing Marine Corps dogs are in need of adoption by the public.	Marine Corps Dog Adoptions
5525	Hundreds of papers published in 2017 prove that global warming is a myth.	Do Hundreds of Papers Published in 2017 ‘Prove’ That Global Warming is a Myth?
5526	Hundreds of people with physical ailments have reported being healed by a touch from Barack Obama.	Obama Heals Hundreds
5527	Hundreds of thousands of Thanksgiving turkeys have been contaminated with Ebola.	Texas Turkey Farm Contaminated with Ebola, Over 250,000 Holiday Turkeys Infected
5528	Hundreds of thousands of residents in North Korea's capital Pyongyang were evacuated due to 'nuke' fears.	Did Evacuation Alarms Go Off in Pyongyang, North Korea Amid ‘Nuke Fears’?
5529	Hunter Scott, a 6-year-old boy with brain cancer, wants birthday cards.	Hunter Scott Birthday Card Wish
5530	Huntingdon Life Sciences is offering to pay cash for cats and dogs rescued from New Orleans.	Huntingdon Buys Rescued Pets
5531	Hurricane Irma had the effect of drawing water away from stretches of coastline in Florida and the Bahamas.	Did Hurricane Irma Draw the Water Away from Beaches in Florida and the Bahamas?
5532	Hurricane Irma is projected to be so big that it may become a 'Category 6' hurricane; that a new 'Category 6' will be invented specifically for Hurricane Irma	Is Hurricane Irma on Track to Become a ‘Category 6’ Storm?
5533	Hurricane Katrina evacuees brought to Utah arrived bearing drugs and guns and immediately proceeded to sell drugs, attempt rapes, and rebuild street gangs.	Utah Evacuees
5534	Hurricanes with female names cause more damage because people perceive their risk to be lower, leading to less preparedness.	Do Hurricanes With Female Names Cause More Deaths Because People Don’t Take Them Seriously?
5535	Husband loses false teeth after prankingly swapping them with his wife’s lost dentures.	Not My Teeth
5536	Hy-Vee grocery stores are distributing free $80 coupons online as part of a '75th Anniversary' promotion.	Hy-Vee 75th Anniversary $80 Coupon Scam
5537	Hyland's Teething Tablets have been discontinued for causing 'adverse events' in children.	Hyland’s Baby Teething Tablets Discontinued
5538	I Love Lucy co-star Vivian Vance was contractually obligated to remain at least 20 pounds overweight.	Vivian Vance’s Weight
5539	IBM field service memo details the procedure for replacing mouse balls.	Mouse Balls
5540	IKEA released a magazine ad which includes a pregnancy test.	Did IKEA Release an Advertisement Containing a Pregnancy Test?
5541	ISIS claimed responsibility for the May 2016 Fort McMurray wildfire.	Islamic State Started Fort McMurray Fire
5542	ISIS has been recruiting children in Indiana to join a group called ‘Daesh.’	ISIS Is Recruiting Children in Indiana?
5543	ISIS has issued a fatwa to kill American puppies.	Has ISIS Issued a Fatwa to Kill Puppies?
5544	ISIS members are operating a camp near El Paso and have been arrested trying to cross the U.S.-Mexico border.	Is ISIS on the U.S.-Mexican Border?
5545	ISIS militants fed a captured man’s remains to his distraught mother.	ISIS Tricks Mother Into Eating Son's Remains
5546	ISIS militants have been beheading children in Iraq and Syria.	ISIS Crisis
5547	ISIS murdered 250 children by putting them into a dough kneader.	Did ISIS Murder 250 Children with a Dough Kneader?
5548	ISIS operatives are visiting Michigan homes and killing the residents if they are military families.	Islamic State of Syria and Lansing
5549	Ice sculpture depicts an angel leaning on the shoulder of an exhausted New York City firefighter.	911 Fireman Ice Sculpture
5550	Iceland forgave the entire mortgage debt of its population, and a 'media blackout' prevented Americans from learning about it.	Iceland Forgives Entire Population of Its Debt?
5551	Iceland has passed a law requiring mental health warnings to be placed on all Bibles.	Iceland Mandates Mental Health Warnings on All Bibles?
5552	Iceland issued a travel ban against white Southern Baptists.	Atheist Iceland Issues a Travel Ban Against White Southern Baptists?
5553	Iconic legacy fragrance Chanel No. 5 will be discontinued because the construction of a train track in France threatens its flower supply chain.	Chanel No. 5 to be Discontinued?
5554	Idaho Governor Clement Leroy 'Butch' Otter said that poor people were genetically inferior to rich people.	FALSE: Idaho Governor C.L. Otter Calls Poor People Genetically Inferior
5555	Identity theft scammers pretending to be Red Cross representatives target military families.	Red Cross Scam
5556	If Democrats gain a majority in the House of Representatives,  Maxine Waters could become chair of a committee that has the power to subpoena President Trump’s bank records.	Could Maxine Waters Subpoena Trump’s Bank Records If Democrats Take the House?
5557	If John Kerry were elected President, the Secret Service would have to protect him and every property he owns for the rest of his life.	Secret Service Coverage of John Kerry
5558	If carried out, President Donald Trump's 12 November proposal to finalize the election night results of two contests in Florida would exclude ballots mailed by U.S. military personnel overseas.	Would a Proposal by President Trump Exclude Overseas Military Votes in Florida’s Elections?
5559	If electors from one-third of the states decline to cast Electoral College ballots, the next U.S. President will be chosen the House of Representatives	How Obama Can Be Stopped in the Electoral College
5560	If the vial to a mercury-containing vaccine is broken, the building must be evacuated.	Would Breaking a Vaccine Vial Necessitate Evacuating a Building?
5561	If you did the 'age challenge' and used FaceApp to upload your picture, Russians now own all of your photographs.	If You Used FaceApp, Do Russians Now Own All of Your Photographs?
5562	If you die, you can send your ashes to legislators as one final act of protest.	Can You Have Your Ashes Mailed to Congress?
5563	If you share a photo of yourself wearing Mickey Mouse ears, Disney Parks will donate $5 to the Make-A-Wish foundation.	‘Share Your Ears’ Make-A-Wish Disney Fundraiser?
5564	If you sign up for Equifax's credit-monitoring service, you cannot join any class-action lawsuit against the company.	Does Equifax’s Credit Monitoring Service Bar Users From Joining a Class-Action Suit Against Them?
5565	If you swipe a chipped card debit/credit at a point-of-sale terminal instead of inserting it into the reader, you become liable for any fraudulent transactions.	Customer Liability for Chipped Card (EMV) Fraud
5566	If you think your house is being burglarized, you should use your car alarm to summon help.	Foiling Burglars with Car Alarms
5567	If you use a real Christmas tree, you run the risk of bringing Lyme disease-transmitting ticks into your home.	Your Christmas Tree Is (Probably) Not Full of Lyme Disease Bearing Ticks
5568	Ilhan Omar once called for white men to be enslaved and put in chains due to their reluctance to convert to Islam.	Did Rep. Ilhan Omar Say ‘White Men Should Be Put in Chains’?
5569	Ilhan Omar took part in her swearing-in to the Minnesota House of Representatives with her hand on a Quran.	Was Ilhan Omar Sworn in with Her Hand on the Quran?
5570	Illegal immigrants were arrested for starting the October 2017 California wildfires.	Were Illegal Immigrants Arrested for Starting California Wildfires?
5571	Illegal loggers in the Amazon rainforest accidentally cut down the world’s oldest tree.	Loggers Accidentally Cut Down World’s Oldest Tree in Amazon Forest
5572	Illegitimate child grows up to become Governor of Tennessee.	‘Who’s Your Daddy?’ Ben Hooper Story
5573	Illinois governor-elect J.B. Pritzker and two other Democratic state legislators proposed a 'departing taxpayer fee.'	Did Illinois Lawmakers Propose a ‘Departing Taxpayer Fee’?
5574	Illinois has made it a felony for its citizens to record the activities of police.	Did Illinois Make It a Felony for Citizens to Record the Police?
5575	Illinois senator Barack Obama’s church has a “non-negotiable commitment to Africa” that is covertly Muslim and excludes non-blacks.	Barack Obama – Trinity United Church of Christ
5576	Illustrations show a proposed Grand Canyon skywalk.	Grand Canyon Skywalk
5577	Image contrasts photographs of Mitt Romney and Barack Obama.	Mitt Romney Shoeshine Photo
5578	Image depicts 'attitude adjustment' and 'smile therapy' forced upon American housewives in the 1930s institutionalized for 'not taking care of themselves' and acting 'depressed.'	Does This Image Show a 1930s Housewife Forced into ‘Smile Therapy’?
5579	Image depicts 100,000 bikers in Washington, D.C. at a rally with Donald Trump.	Photograph Shows 100,000 Bikers at Rally with Donald Trump
5580	Image depicts Texas church shooting suspect Devin Patrick Kelley at a Bernie Sanders rally.	Does an Image Depict the Texas Church Shooter at a Bernie Sanders Rally?
5581	Image depicts a Swedish girl brutally abducted and raped by three refugees.	Swedish Girl Refugee Assault
5582	Image depicts a huge, inexplicably half-eaten shark found on a Florida beach.	Half-Eaten Shark Washes Up in Daytona
5583	Image depicts a “captured Ebola victim” who has risen from the dead.	‘Ebola Zombie’ Photograph
5584	Image depicts high school senior Chris Williams, shot nine times while protecting fellow students, leaving him in critical condition.	Was Parkland Student Chris Williams Shot While Saving Classmates?
5585	Image depicts the Orlando shooter's father, Seddique Mateen, visiting Hillary Clinton at the State Department.	Orlando Shooter’s Father Visited Hillary Clinton
5586	Image depicts two men known to be posing as gas company workers in an attempt to gain access to homes and rob them.	Bandits Posing as Gas Company Workers
5587	Image is a screenshot of a sincere debate between Facebook friends over the Affordable Care Act and Obamacare.	Obamacare and the Affordable Care Act
5588	Image presents information about Costco CEO James Sinegal.	Costco CEO
5589	Image reproduces a test scoresheet showing Sarah Palin’s high school grades and SAT scores.	Sarah Palin’s Test Results
5590	Image reproduces women’s housekeeping and grooming instructions from a 1949 Singer sewing manual.	Advice from a 1949 Singer Sewing Manual
5591	Image shows Salvation Army bell ringers posing with a sign reading ‘Gays Not Allowed.’	Salvation Army: Gays Not Allowed
5592	Image shows a 1980s advertisement offering a free U2 album with every cassette player purchase.	Free U2 Tape with Every Cassette Player
5593	Image shows a fourth-grade science quiz about 'Dinosaurs: Genesis and the Gospel' from a South Carolina school.	4th Grade Science Quiz
5594	Image shows a magazine’s 1985 projection of what Michael Jackson would look like at age 40.	Michael Jackson at 40
5595	Image shows a massive Bernie Sanders rally in California.	Huge Bernie Sanders Rally in California
5596	Image shows a racist homework assignment.	Racist Homework
5597	Image shows a recalled advertisement for Intel processors.	Intel Core 2 Duo Advertisement
5598	Image shows an AT&T telephone bill with a “Lawful Interception Recovery Fee” to cover government wiretaps.	Lawful Interception Recovery Fee
5599	Image shows an advertisement from the Virginia Beach SPCA thanking quarterback Michael Vick for his assistance in rescuing pit bulls.	Michael Vick Virginia Beach SPCA Advertisment
5600	Image shows an x-ray of a man with a fork in his urethra.	TRUE: X-Ray of Fork in Urethra
5601	Image shows an “Ode to the Welfare State” published in a 1949 newspaper.	Ode to the Welfare State
5602	Image shows front-page New York Times articles from 1943 about the Warsaw Ghetto Uprising.	Warsaw Ghetto Uprising
5603	Image shows newspaper account of a kitten who nearly died from being fed a vegan diet.	Kitten Nearly Dies from Vegan Diet
5604	Image shows radioactive seepage spreading across the Pacific Ocean from the Fukushima nuclear plant.	Fukushima Radioactive Water Leak Chart
5605	Images depict scantily clad women taking part in a January 2017 Women's March event.	‘Slutwalk’ Image Repurposed as Women’s March Photograph
5606	Images of GOP lawmakers were featured during a Channel 1 Russia broadcast on recently lifted sanctions.	Did Russian State TV Thank GOP Lawmakers for Lifting Sanctions?
5607	Images of the World Trade Center fire reveal the face of Satan.	Faces in the Cloud
5608	Images show President Obama disembarking from Marine One with a cell phone or coffee cup in his hand.	President Obama’s Cell Phone Salute
5609	Images show a baby half-human, half-lion hybrid that was found in Indonesia.	Was a Half-Human, Half-Lion Hybrid Creature Found in Indonesia?
5610	Images show a distinctive 150-ft x 124-ft yacht known as a WHY.	The WHY
